25 10 2018;0;SCP3;HUM;5;35,61855469
25 10 2018;1;SCP3;HUM;5;35,68632813
25 10 2018;2;SCP3;HUM;4;35,69433594
25 10 2018;3;SCP3;HUM;5;35,66328125
25 10 2018;4;SCP3;HUM;5;35,53496094
25 10 2018;5;SCP3;HUM;5;35,45996094
25 10 2018;6;SCP3;HUM;4;35,09594727
25 10 2018;7;SCP3;HUM;5;34,8984375
25 10 2018;8;SCP3;HUM;5;34,69433594
25 10 2018;9;SCP3;HUM;3;36,27636719
25 10 2018;10;SCP3;HUM;5;36,88300781
25 10 2018;11;SCP3;HUM;5;35,56210938
25 10 2018;12;SCP3;HUM;5;34,71914063
25 10 2018;13;SCP3;HUM;4;34,47802734
25 10 2018;14;SCP3;HUM;5;34,02832031
25 10 2018;15;SCP3;HUM;5;31,95703125
25 10 2018;16;SCP3;HUM;4;30,46289063
25 10 2018;17;SCP3;HUM;5;29,90488281
25 10 2018;18;SCP3;HUM;5;29,39238281
25 10 2018;19;SCP3;HUM;5;29,02636719
25 10 2018;20;SCP3;HUM;4;28,97021484
25 10 2018;21;SCP3;HUM;5;28,94550781
25 10 2018;22;SCP3;HUM;5;28,42617188
25 10 2018;23;SCP3;HUM;4;28,46948242
25 10 2018;0;SCP3;PM1;5;64,37999802
25 10 2018;1;SCP3;PM1;5;64,3859993
25 10 2018;2;SCP3;PM1;4;54,83749866
25 10 2018;3;SCP3;PM1;5;54,58999939
25 10 2018;4;SCP3;PM1;5;68,86999741
25 10 2018;5;SCP3;PM1;5;70,93199921
25 10 2018;6;SCP3;PM1;4;57,83499813
25 10 2018;7;SCP3;PM1;5;52,26999893
25 10 2018;8;SCP3;PM1;5;56,55199738
25 10 2018;9;SCP3;PM1;3;57,52333196
25 10 2018;10;SCP3;PM1;5;34,88199844
25 10 2018;11;SCP3;PM1;5;27,81399918
25 10 2018;12;SCP3;PM1;5;25,01199989
25 10 2018;13;SCP3;PM1;4;21,09749985
25 10 2018;14;SCP3;PM1;5;21,65599937
25 10 2018;15;SCP3;PM1;5;21,9439991
25 10 2018;16;SCP3;PM1;4;20,88749981
25 10 2018;17;SCP3;PM1;5;21,49799919
25 10 2018;18;SCP3;PM1;5;22,70199966
25 10 2018;19;SCP3;PM1;5;25,07199974
25 10 2018;20;SCP3;PM1;4;23,46999979
25 10 2018;21;SCP3;PM1;5;23,71199913
25 10 2018;22;SCP3;PM1;5;20,87999954
25 10 2018;23;SCP3;PM1;4;21,43000031
25 10 2018;0;SCP3;PM10;5;72,78399734
25 10 2018;1;SCP3;PM10;5;72,07199707
25 10 2018;2;SCP3;PM10;4;61,25749779
25 10 2018;3;SCP3;PM10;5;61,4219986
25 10 2018;4;SCP3;PM10;5;76,73399811
25 10 2018;5;SCP3;PM10;5;79,6059967
25 10 2018;6;SCP3;PM10;4;64,15999985
25 10 2018;7;SCP3;PM10;5;58,09199905
25 10 2018;8;SCP3;PM10;5;63,07399902
25 10 2018;9;SCP3;PM10;3;67,22666677
25 10 2018;10;SCP3;PM10;5;44,46199875
25 10 2018;11;SCP3;PM10;5;32,70399933
25 10 2018;12;SCP3;PM10;5;29,05599899
25 10 2018;13;SCP3;PM10;4;25,27499962
25 10 2018;14;SCP3;PM10;5;25,60399933
25 10 2018;15;SCP3;PM10;5;26,6279995
25 10 2018;16;SCP3;PM10;4;25,3324995
25 10 2018;17;SCP3;PM10;5;26,4859993
25 10 2018;18;SCP3;PM10;5;27,71199951
25 10 2018;19;SCP3;PM10;5;31,55999947
25 10 2018;20;SCP3;PM10;4;28,41999912
25 10 2018;21;SCP3;PM10;5;27,93199921
25 10 2018;22;SCP3;PM10;5;24,25999947
25 10 2018;23;SCP3;PM10;4;25,2599988
25 10 2018;0;SCP3;PM2_5;5;72,46999817
25 10 2018;1;SCP3;PM2_5;5;71,90800018
25 10 2018;2;SCP3;PM2_5;4;61,13999844
25 10 2018;3;SCP3;PM2_5;5;60,39599915
25 10 2018;4;SCP3;PM2_5;5;76,55199738
25 10 2018;5;SCP3;PM2_5;5;79,31599884
25 10 2018;6;SCP3;PM2_5;4;63,99499989
25 10 2018;7;SCP3;PM2_5;5;57,93199921
25 10 2018;8;SCP3;PM2_5;5;62,66399841
25 10 2018;9;SCP3;PM2_5;3;64,8233312
25 10 2018;10;SCP3;PM2_5;5;40,19599838
25 10 2018;11;SCP3;PM2_5;5;31,84199982
25 10 2018;12;SCP3;PM2_5;5;28,86199951
25 10 2018;13;SCP3;PM2_5;4;24,48499918
25 10 2018;14;SCP3;PM2_5;5;25,32399979
25 10 2018;15;SCP3;PM2_5;5;26,17599907
25 10 2018;16;SCP3;PM2_5;4;25,0625
25 10 2018;17;SCP3;PM2_5;5;25,97399979
25 10 2018;18;SCP3;PM2_5;5;27,27199936
25 10 2018;19;SCP3;PM2_5;5;29,9239994
25 10 2018;20;SCP3;PM2_5;4;27,99999905
25 10 2018;21;SCP3;PM2_5;5;27,6659996
25 10 2018;22;SCP3;PM2_5;5;23,88599968
25 10 2018;23;SCP3;PM2_5;4;24,37249947
25 10 2018;0;SCP3;PRES;5;99718,33125
25 10 2018;1;SCP3;PRES;5;99815,29063
25 10 2018;2;SCP3;PRES;4;99877,04102
25 10 2018;3;SCP3;PRES;5;99902,92188
25 10 2018;4;SCP3;PRES;5;99916,37031
25 10 2018;5;SCP3;PRES;5;99990,02656
25 10 2018;6;SCP3;PRES;4;100031,4141
25 10 2018;7;SCP3;PRES;5;100088,3063
25 10 2018;8;SCP3;PRES;5;100194,1328
25 10 2018;9;SCP3;PRES;3;100261,6667
25 10 2018;10;SCP3;PRES;5;100288,0141
25 10 2018;11;SCP3;PRES;5;100330,6328
25 10 2018;12;SCP3;PRES;5;100344,9141
25 10 2018;13;SCP3;PRES;4;100308,457
25 10 2018;14;SCP3;PRES;5;100288,7891
25 10 2018;15;SCP3;PRES;5;100251,6281
25 10 2018;16;SCP3;PRES;4;100219,5977
25 10 2018;17;SCP3;PRES;5;100213,9906
25 10 2018;18;SCP3;PRES;5;100252,0641
25 10 2018;19;SCP3;PRES;5;100276,5813
25 10 2018;20;SCP3;PRES;4;100256,0547
25 10 2018;21;SCP3;PRES;5;100232,4938
25 10 2018;22;SCP3;PRES;5;100221,7922
25 10 2018;23;SCP3;PRES;4;100201,2949
25 10 2018;0;SCP3;TC;5;25,93800049
25 10 2018;1;SCP3;TC;5;25,95000076
25 10 2018;2;SCP3;TC;4;25,96000004
25 10 2018;3;SCP3;TC;5;25,97199936
25 10 2018;4;SCP3;TC;5;25,98399963
25 10 2018;5;SCP3;TC;5;26
25 10 2018;6;SCP3;TC;4;25,99749994
25 10 2018;7;SCP3;TC;5;26,01000023
25 10 2018;8;SCP3;TC;5;25,99600029
25 10 2018;9;SCP3;TC;3;25,96666718
25 10 2018;10;SCP3;TC;5;26,17999992
25 10 2018;11;SCP3;TC;5;26,09599991
25 10 2018;12;SCP3;TC;5;25,98999977
25 10 2018;13;SCP3;TC;4;25,92750025
25 10 2018;14;SCP3;TC;5;25,86399994
25 10 2018;15;SCP3;TC;5;25,77000008
25 10 2018;16;SCP3;TC;4;25,6875
25 10 2018;17;SCP3;TC;5;25,61199989
25 10 2018;18;SCP3;TC;5;25,52400017
25 10 2018;19;SCP3;TC;5;25,45
25 10 2018;20;SCP3;TC;4;25,40499973
25 10 2018;21;SCP3;TC;5;25,36200027
25 10 2018;22;SCP3;TC;5;25,31799965
25 10 2018;23;SCP3;TC;4;25,27500057
26 10 2018;0;SCP3;HUM;5;29,65175781
26 10 2018;1;SCP3;HUM;5;29,73222656
26 10 2018;2;SCP3;HUM;5;30,03164063
26 10 2018;3;SCP3;HUM;4;30,10888672
26 10 2018;4;SCP3;HUM;5;30,11367188
26 10 2018;5;SCP3;HUM;5;30,60195313
26 10 2018;6;SCP3;HUM;4;31,31274414
26 10 2018;7;SCP3;HUM;5;31,74863281
26 10 2018;8;SCP3;HUM;5;32,28359375
26 10 2018;9;SCP3;HUM;5;32,70546875
26 10 2018;10;SCP3;HUM;4;32,94213867
26 10 2018;11;SCP3;HUM;5;33,32539063
26 10 2018;12;SCP3;HUM;5;33,79726563
26 10 2018;13;SCP3;HUM;4;34,09545898
26 10 2018;14;SCP3;HUM;5;34,21484375
26 10 2018;15;SCP3;HUM;5;34,31425781
26 10 2018;16;SCP3;HUM;5;34,33632813
26 10 2018;17;SCP3;HUM;4;34,19213867
26 10 2018;18;SCP3;HUM;5;33,79902344
26 10 2018;19;SCP3;HUM;5;34,38359375
26 10 2018;20;SCP3;HUM;4;34,39941406
26 10 2018;21;SCP3;HUM;5;33,81992188
26 10 2018;22;SCP3;HUM;5;33,42480469
26 10 2018;23;SCP3;HUM;5;33,34335938
26 10 2018;0;SCP3;PM1;5;36,5739994
26 10 2018;1;SCP3;PM1;5;35,33399963
26 10 2018;2;SCP3;PM1;5;32,63999939
26 10 2018;3;SCP3;PM1;4;27,99499941
26 10 2018;4;SCP3;PM1;5;24,51399918
26 10 2018;5;SCP3;PM1;5;21,14799995
26 10 2018;6;SCP3;PM1;4;22,30749941
26 10 2018;7;SCP3;PM1;5;20,65199966
26 10 2018;8;SCP3;PM1;5;21,26799927
26 10 2018;9;SCP3;PM1;5;20,78799934
26 10 2018;10;SCP3;PM1;4;21,18499947
26 10 2018;11;SCP3;PM1;5;21,45999947
26 10 2018;12;SCP3;PM1;5;22,30399971
26 10 2018;13;SCP3;PM1;4;22,82249975
26 10 2018;14;SCP3;PM1;5;20,43199959
26 10 2018;15;SCP3;PM1;5;22,38400002
26 10 2018;16;SCP3;PM1;5;24,63199959
26 10 2018;17;SCP3;PM1;4;24,18499947
26 10 2018;18;SCP3;PM1;5;25,4359993
26 10 2018;19;SCP3;PM1;5;26,89799957
26 10 2018;20;SCP3;PM1;4;31,85499954
26 10 2018;21;SCP3;PM1;5;37,00799942
26 10 2018;22;SCP3;PM1;5;43,3359993
26 10 2018;23;SCP3;PM1;5;42,71999893
26 10 2018;0;SCP3;PM10;5;45,88999863
26 10 2018;1;SCP3;PM10;5;41,00799942
26 10 2018;2;SCP3;PM10;5;37,05399933
26 10 2018;3;SCP3;PM10;4;31,59249926
26 10 2018;4;SCP3;PM10;5;27,81399956
26 10 2018;5;SCP3;PM10;5;23,57399902
26 10 2018;6;SCP3;PM10;4;24,74499893
26 10 2018;7;SCP3;PM10;5;22,96199951
26 10 2018;8;SCP3;PM10;5;23,87199974
26 10 2018;9;SCP3;PM10;5;23,83399925
26 10 2018;10;SCP3;PM10;4;24,15749979
26 10 2018;11;SCP3;PM10;5;25,44799957
26 10 2018;12;SCP3;PM10;5;25,2739994
26 10 2018;13;SCP3;PM10;4;26,08749914
26 10 2018;14;SCP3;PM10;5;23,19599991
26 10 2018;15;SCP3;PM10;5;25,75199928
26 10 2018;16;SCP3;PM10;5;28,75999947
26 10 2018;17;SCP3;PM10;4;27,97749901
26 10 2018;18;SCP3;PM10;5;29,66399956
26 10 2018;19;SCP3;PM10;5;32,20799942
26 10 2018;20;SCP3;PM10;4;37,12249947
26 10 2018;21;SCP3;PM10;5;45,75799942
26 10 2018;22;SCP3;PM10;5;50,52399826
26 10 2018;23;SCP3;PM10;5;50,55599899
26 10 2018;0;SCP3;PM2_5;5;42,09999847
26 10 2018;1;SCP3;PM2_5;5;40,19199905
26 10 2018;2;SCP3;PM2_5;5;36,63199921
26 10 2018;3;SCP3;PM2_5;4;31,26499891
26 10 2018;4;SCP3;PM2_5;5;27,57599945
26 10 2018;5;SCP3;PM2_5;5;23,49999924
26 10 2018;6;SCP3;PM2_5;4;24,62249947
26 10 2018;7;SCP3;PM2_5;5;22,8239994
26 10 2018;8;SCP3;PM2_5;5;23,68999939
26 10 2018;9;SCP3;PM2_5;5;23,56799927
26 10 2018;10;SCP3;PM2_5;4;24,04249954
26 10 2018;11;SCP3;PM2_5;5;24,67999954
26 10 2018;12;SCP3;PM2_5;5;25,11399918
26 10 2018;13;SCP3;PM2_5;4;25,74249983
26 10 2018;14;SCP3;PM2_5;5;23,04999924
26 10 2018;15;SCP3;PM2_5;5;25,44999924
26 10 2018;16;SCP3;PM2_5;5;28,06799965
26 10 2018;17;SCP3;PM2_5;4;27,55499935
26 10 2018;18;SCP3;PM2_5;5;29,23399925
26 10 2018;19;SCP3;PM2_5;5;30,84599953
26 10 2018;20;SCP3;PM2_5;4;36,66249847
26 10 2018;21;SCP3;PM2_5;5;42,80399933
26 10 2018;22;SCP3;PM2_5;5;49,20599823
26 10 2018;23;SCP3;PM2_5;5;48,74399872
26 10 2018;0;SCP3;PRES;5;100204,2359
26 10 2018;1;SCP3;PRES;5;100186,5109
26 10 2018;2;SCP3;PRES;5;100182,0531
26 10 2018;3;SCP3;PRES;4;100155,873
26 10 2018;4;SCP3;PRES;5;100180,475
26 10 2018;5;SCP3;PRES;5;100206,1406
26 10 2018;6;SCP3;PRES;4;100260,4766
26 10 2018;7;SCP3;PRES;5;100289,7125
26 10 2018;8;SCP3;PRES;5;100359,4219
26 10 2018;9;SCP3;PRES;5;100433,7578
26 10 2018;10;SCP3;PRES;4;100470,7773
26 10 2018;11;SCP3;PRES;5;100541,8859
26 10 2018;12;SCP3;PRES;5;100563,4703
26 10 2018;13;SCP3;PRES;4;100535,7656
26 10 2018;14;SCP3;PRES;5;100497,1438
26 10 2018;15;SCP3;PRES;5;100456,5547
26 10 2018;16;SCP3;PRES;5;100458,2859
26 10 2018;17;SCP3;PRES;4;100479,6914
26 10 2018;18;SCP3;PRES;5;100489,7859
